Type_ressource,Identifiant_ressource,Nom_matiere,Filiere,Niveau,Cursus,Annee_academique,Date,Heure_debut,Heure_fin,Type_cours,Periode_annee,Nb_personnes,Capacite,Enseignant_id,Videoprojecteur,Chevauchement,Etat_utilisation_ressource
Labo,Labo-GM,Thermodynamique Appliquée,GM,4,ING,2020/2021,2021-05-17,07:30,11:30,TP,Semestre 2,14,35,ENS-GM-0004,NON,NON,BIEN_UTILISE
Labo,Labo-GM,Thermodynamique Appliquée,GM,4,ING,2020/2021,2021-05-28,12:30,16:30,TP,Semestre 2,14,35,ENS-GM-0010,NON,NON,BIEN_UTILISE
Salle,25BP2,Cours GEE N3S2-3,GEE,3,SCI ING,2020/2021,2021-03-10,12:30,16:30,CM,Semestre 2,8,60,ENS-GE-0012,OUI,NON,BIEN_UTILISE
Salle,30BP2,Cours GEE N3S2-3,GEE,3,SCI ING,2020/2021,2021-05-22,12:30,16:30,CM,Semestre 2,8,60,ENS-GE-0011,OUI,NON,BIEN_UTILISE
Salle,05BP0,Cours GEE N3S2-3,GEE,3,SCI ING,2020/2021,2021-05-17,12:30,16:30,CM,Semestre 2,8,60,ENS-GE-0007,NON,NON,SOUS_UTILISE
Salle,28BS2,Cours GEE N3S2-3,GEE,3,SCI ING,2020/2021,2021-03-05,07:30,11:30,TD,Semestre 2,4,60,ENS-GE-0012,OUI,NON,BIEN_UTILISE
Salle,32BS1,Cours GEE N3S2-3,GEE,3,SCI ING,2020/2021,2021-03-26,07:30,11:30,TD,Semestre 2,4,60,ENS-GE-0003,NON,NON,BIEN_UTILISE
Labo,Labo-GEE,Cours GEE N3S2-3,GEE,3,SCI ING,2020/2021,2021-02-26,07:30,11:30,TP,Semestre 2,2,30,ENS-GE-0001,NON,NON,BIEN_UTILISE
Labo,Labo-GEE,Cours GEE N3S2-3,GEE,3,SCI ING,2020/2021,2021-06-14,07:30,11:30,TP,Semestre 2,2,30,ENS-GE-0005,NON,NON,BIEN_UTILISE
Amphi,Amphi-1100,Thermodynamique,Tronc_commun,2,ING,2020/2021,2021-04-22,12:30,16:30,CM,Semestre 2,32,1100,ENS-GAM-0009,OUI,NON,BIEN_UTILISE
Amphi,Amphi-1100,Thermodynamique,Tronc_commun,2,ING,2020/2021,2021-05-15,12:30,16:30,CM,Semestre 2,32,1100,ENS-GMP-0001,OUI,NON,BIEN_UTILISE
Amphi,Amphi-1100,Thermodynamique,Tronc_commun,2,ING,2020/2021,2021-04-02,12:30,16:30,CM,Semestre 2,32,1100,ENS-GIT-0007,OUI,NON,BIEN_UTILISE
Salle,21BP2,Thermodynamique,Tronc_commun,2,ING,2020/2021,2021-05-11,07:30,11:30,TD,Semestre 2,16,120,ENS-TELECOM-0003,OUI,NON,BIEN_UTILISE
Salle,25BS1,Thermodynamique,Tronc_commun,2,ING,2020/2021,2021-06-11,12:30,16:30,TD,Semestre 2,16,60,ENS-GM-0013,OUI,NON,BIEN_UTILISE
Labo,Labo-Physique1,Thermodynamique,Tronc_commun,2,ING,2020/2021,2021-02-16,07:30,11:30,TP,Semestre 2,10,40,ENS-GE-0002,NON,NON,BIEN_UTILISE
Salle,20BS2,Cours EEAT N4S2-1,EEAT,4,SCI ING,2020/2021,2021-04-27,07:30,11:30,CM,Semestre 2,71,120,ENS-TELECOM-0007,OUI,OUI,BIEN_UTILISE
Salle,20BP2,Cours EEAT N4S2-1,EEAT,4,SCI ING,2020/2021,2021-03-22,07:30,11:30,CM,Semestre 2,71,120,ENS-TELECOM-0003,NON,NON,BIEN_UTILISE
Salle,33BS2,Cours EEAT N4S2-1,EEAT,4,SCI ING,2020/2021,2021-04-12,07:30,11:30,CM,Semestre 2,71,120,ENS-TELECOM-0008,OUI,OUI,BIEN_UTILISE
Salle,05BP0,Cours EEAT N4S2-1,EEAT,4,SCI ING,2020/2021,2021-04-01,07:30,11:30,TD,Semestre 2,35,60,ENS-TELECOM-0008,NON,NON,BIEN_UTILISE
Salle,31BS2,Cours EEAT N4S2-1,EEAT,4,SCI ING,2020/2021,2021-03-20,12:30,16:30,TD,Semestre 2,35,120,ENS-TELECOM-0007,OUI,NON,BIEN_UTILISE
Labo,Labo-Energie,Cours EEAT N4S2-1,EEAT,4,SCI ING,2020/2021,2021-04-21,07:30,11:30,TP,Semestre 2,23,40,ENS-TELECOM-0003,NON,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie2,Cours EEAT N4S2-1,EEAT,4,SCI ING,2020/2021,2021-04-10,12:30,16:30,TP,Semestre 2,23,30,ENS-TELECOM-0007,NON,NON,BIEN_UTILISE
Salle,31BS2,Cours GEE N4S2-2,GEE,4,SCI ING,2020/2021,2021-03-18,12:30,16:30,CM,Semestre 2,74,120,ENS-GE-0002,OUI,NON,BIEN_UTILISE
Salle,20BS2,Cours GEE N4S2-2,GEE,4,SCI ING,2020/2021,2021-05-20,07:30,11:30,CM,Semestre 2,74,120,ENS-GE-0006,OUI,NON,BIEN_UTILISE
Salle,26BP2,Cours GEE N4S2-2,GEE,4,SCI ING,2020/2021,2021-04-10,07:30,11:30,CM,Semestre 2,74,120,ENS-GE-0004,OUI,NON,BIEN_UTILISE
Salle,24BS2,Cours GEE N4S2-2,GEE,4,SCI ING,2020/2021,2021-06-09,07:30,11:30,TD,Semestre 2,37,60,ENS-GE-0011,OUI,NON,BIEN_UTILISE
Salle,01BP0,Cours GEE N4S2-2,GEE,4,SCI ING,2020/2021,2021-05-22,12:30,16:30,TD,Semestre 2,37,60,ENS-GE-0009,OUI,NON,BIEN_UTILISE
Labo,Labo-GEE,Cours GEE N4S2-2,GEE,4,SCI ING,2020/2021,2021-05-18,12:30,16:30,TP,Semestre 2,24,30,ENS-GE-0001,NON,NON,BIEN_UTILISE
Labo,Labo-GEE,Cours GEE N4S2-2,GEE,4,SCI ING,2020/2021,2021-02-23,07:30,11:30,TP,Semestre 2,24,30,ENS-GE-0012,NON,NON,BIEN_UTILISE
Salle,20BS1,Cours GMP N3S2-1,GMP,3,ING,2020/2021,2021-02-18,12:30,16:30,CM,Semestre 2,9,60,ENS-GMP-0007,NON,NON,SOUS_UTILISE
Salle,23BP2,Cours GMP N3S2-1,GMP,3,ING,2020/2021,2021-05-19,12:30,16:30,CM,Semestre 2,9,60,ENS-GMP-0003,NON,NON,SOUS_UTILISE
Salle,19BS1,Cours GMP N3S2-1,GMP,3,ING,2020/2021,2021-05-17,07:30,11:30,CM,Semestre 2,9,60,ENS-GMP-0008,NON,NON,SOUS_UTILISE
Salle,22BS2,Cours GMP N3S2-1,GMP,3,ING,2020/2021,2021-03-04,07:30,11:30,TD,Semestre 2,4,60,ENS-GMP-0002,OUI,NON,BIEN_UTILISE
Salle,30BP1,Cours GMP N3S2-1,GMP,3,ING,2020/2021,2021-04-10,07:30,11:30,TD,Semestre 2,4,60,ENS-GMP-0005,NON,NON,BIEN_UTILISE
Labo,Labo-GMP,Cours GMP N3S2-1,GMP,3,ING,2020/2021,2021-03-06,07:30,11:30,TP,Semestre 2,3,35,ENS-GMP-0002,NON,NON,BIEN_UTILISE
Labo,Labo-GMP,Cours GMP N3S2-1,GMP,3,ING,2020/2021,2021-05-19,12:30,16:30,TP,Semestre 2,3,35,ENS-GMP-0007,NON,NON,BIEN_UTILISE
Salle,26BS2,Cours GQHSE N4S2-2,GQHSE,4,ING,2020/2021,2021-04-13,12:30,16:30,CM,Semestre 2,79,120,ENS-GQHSE-0006,NON,NON,BIEN_UTILISE
Salle,21BS2,Cours GQHSE N4S2-2,GQHSE,4,ING,2020/2021,2021-03-17,07:30,11:30,CM,Semestre 2,79,120,ENS-GQHSE-0004,NON,NON,BIEN_UTILISE
Salle,27BS2,Cours GQHSE N4S2-2,GQHSE,4,ING,2020/2021,2021-02-03,07:30,11:30,CM,Semestre 2,79,120,ENS-GQHSE-0007,OUI,NON,BIEN_UTILISE
Salle,29BP2,Cours GQHSE N4S2-2,GQHSE,4,ING,2020/2021,2021-05-17,07:30,11:30,TD,Semestre 2,39,60,ENS-GQHSE-0004,NON,NON,BIEN_UTILISE
Salle,04BP0,Cours GQHSE N4S2-2,GQHSE,4,ING,2020/2021,2021-03-29,07:30,11:30,TD,Semestre 2,39,60,ENS-GQHSE-0004,NON,NON,BIEN_UTILISE
Labo,Labo-GCI,Cours GQHSE N4S2-2,GQHSE,4,ING,2020/2021,2021-03-23,12:30,16:30,TP,Semestre 2,26,35,ENS-GQHSE-0001,NON,NON,BIEN_UTILISE
Labo,Labo-Physique1,Cours GQHSE N4S2-2,GQHSE,4,ING,2020/2021,2021-05-07,07:30,11:30,TP,Semestre 2,26,40,ENS-GQHSE-0002,NON,NON,BIEN_UTILISE
Salle,31BS2,Cours GAM N4S2-1,GAM,4,ING,2020/2021,2021-03-15,12:30,16:30,CM,Semestre 2,66,120,ENS-GAM-0006,OUI,OUI,BIEN_UTILISE
Salle,20BP2,Cours GAM N4S2-1,GAM,4,ING,2020/2021,2021-05-13,12:30,16:30,CM,Semestre 2,66,120,ENS-GAM-0005,NON,NON,BIEN_UTILISE
Salle,27BS2,Cours GAM N4S2-1,GAM,4,ING,2020/2021,2021-04-21,12:30,16:30,CM,Semestre 2,66,120,ENS-GAM-0007,OUI,NON,BIEN_UTILISE
Salle,06BS0,Cours GAM N4S2-1,GAM,4,ING,2020/2021,2021-03-18,12:30,16:30,TD,Semestre 2,33,60,ENS-GAM-0007,OUI,NON,BIEN_UTILISE
Salle,23BS1,Cours GAM N4S2-1,GAM,4,ING,2020/2021,2021-02-05,07:30,11:30,TD,Semestre 2,33,60,ENS-GAM-0001,OUI,OUI,SOUS_UTILISE
Labo,Labo-INFO,Cours GAM N4S2-1,GAM,4,ING,2020/2021,2021-02-18,12:30,16:30,TP,Semestre 2,22,50,ENS-GAM-0007,NON,NON,BIEN_UTILISE
Labo,Labo-GMP,Cours GAM N4S2-1,GAM,4,ING,2020/2021,2021-06-15,12:30,16:30,TP,Semestre 2,22,35,ENS-GAM-0006,NON,NON,BIEN_UTILISE
Salle,34BS1,Cours GESI N3S2-2,GESI,3,ING,2020/2021,2021-03-20,12:30,16:30,CM,Semestre 2,14,60,ENS-GIT-0007,OUI,NON,BIEN_UTILISE
Salle,27BS1,Cours GESI N3S2-2,GESI,3,ING,2020/2021,2021-04-28,07:30,11:30,CM,Semestre 2,14,60,ENS-GIT-0007,OUI,NON,BIEN_UTILISE
Salle,34BS1,Cours GESI N3S2-2,GESI,3,ING,2020/2021,2021-02-01,12:30,16:30,CM,Semestre 2,14,60,ENS-GIT-0002,OUI,NON,BIEN_UTILISE
Salle,18BP2,Cours GESI N3S2-2,GESI,3,ING,2020/2021,2021-03-29,12:30,16:30,TD,Semestre 2,7,60,ENS-GIT-0011,OUI,NON,BIEN_UTILISE
Salle,08BS0,Cours GESI N3S2-2,GESI,3,ING,2020/2021,2021-04-10,12:30,16:30,TD,Semestre 2,7,60,ENS-GIT-0009,NON,NON,BIEN_UTILISE
Labo,Labo-INFO,Cours GESI N3S2-2,GESI,3,ING,2020/2021,2021-04-03,12:30,16:30,TP,Semestre 2,4,50,ENS-GIT-0014,NON,NON,BIEN_UTILISE
Labo,Labo-INFO,Cours GESI N3S2-2,GESI,3,ING,2020/2021,2021-02-10,12:30,16:30,TP,Semestre 2,4,50,ENS-GIT-0023,NON,NON,BIEN_UTILISE
Salle,19BS2,Catalyse,GPR,4,ING,2020/2021,2021-02-20,07:30,11:30,CM,Semestre 2,60,60,ENS-GPR-0012,NON,NON,SOUS_UTILISE
Salle,29BS2,Catalyse,GPR,4,ING,2020/2021,2021-04-13,07:30,11:30,CM,Semestre 2,60,60,ENS-GPR-0006,NON,NON,SOUS_UTILISE
Salle,30BP2,Catalyse,GPR,4,ING,2020/2021,2021-05-25,12:30,16:30,CM,Semestre 2,60,60,ENS-GPR-0009,OUI,NON,BIEN_UTILISE
Salle,32BS2,Catalyse,GPR,4,ING,2020/2021,2021-04-24,12:30,16:30,TD,Semestre 2,30,60,ENS-GPR-0010,OUI,NON,BIEN_UTILISE
Salle,33BP2,Catalyse,GPR,4,ING,2020/2021,2021-03-22,07:30,11:30,TD,Semestre 2,30,120,ENS-GPR-0007,OUI,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie2,Catalyse,GPR,4,ING,2020/2021,2021-06-03,12:30,16:30,TP,Semestre 2,20,30,ENS-GPR-0003,NON,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie2,Catalyse,GPR,4,ING,2020/2021,2021-02-17,12:30,16:30,TP,Semestre 2,20,30,ENS-GPR-0006,NON,NON,BIEN_UTILISE
Amphi,Amphi-1100,Mathématiques Générales I,Tronc_commun,1,ING,2020/2021,2021-02-05,07:30,11:30,CM,Semestre 2,600,1100,ENS-GIT-0007,OUI,NON,BIEN_UTILISE
Amphi,Amphi-1100,Mathématiques Générales I,Tronc_commun,1,ING,2020/2021,2021-03-03,07:30,11:30,CM,Semestre 2,600,1100,ENS-GPR-0005,OUI,NON,BIEN_UTILISE
Amphi,Amphi-1100,Mathématiques Générales I,Tronc_commun,1,ING,2020/2021,2021-05-22,07:30,11:30,CM,Semestre 2,600,1100,ENS-GM-0010,OUI,NON,BIEN_UTILISE
Salle,33BP1,Mathématiques Générales I,Tronc_commun,1,ING,2020/2021,2021-02-25,07:30,11:30,TD,Semestre 2,300,60,ENS-GAM-0004,NON,NON,BIEN_UTILISE
Salle,22BP2,Mathématiques Générales I,Tronc_commun,1,ING,2020/2021,2021-05-17,12:30,16:30,TD,Semestre 2,300,60,ENS-GMP-0002,OUI,NON,BIEN_UTILISE
Labo,Labo-Physique1,Mathématiques Générales I,Tronc_commun,1,ING,2020/2021,2021-05-07,07:30,11:30,TP,Semestre 2,200,40,ENS-GMP-0010,NON,NON,BIEN_UTILISE
Labo,Labo-Physique2,Mathématiques Générales I,Tronc_commun,1,ING,2020/2021,2021-02-25,12:30,16:30,TP,Semestre 2,200,40,ENS-GPR-0011,NON,NON,BIEN_UTILISE
Amphi,Amphi-1100,Analyse Numérique,Tronc_commun,2,ING,2020/2021,2021-04-07,12:30,16:30,CM,Semestre 2,75,1100,ENS-GM-0007,OUI,NON,BIEN_UTILISE
Amphi,Amphi-1100,Analyse Numérique,Tronc_commun,2,ING,2020/2021,2021-04-27,12:30,16:30,CM,Semestre 2,75,1100,ENS-TELECOM-0005,OUI,NON,BIEN_UTILISE
Amphi,Amphi-1100,Analyse Numérique,Tronc_commun,2,ING,2020/2021,2021-05-26,12:30,16:30,CM,Semestre 2,75,1100,ENS-TELECOM-0004,OUI,NON,BIEN_UTILISE
Salle,05BP0,Analyse Numérique,Tronc_commun,2,ING,2020/2021,2021-04-13,07:30,11:30,TD,Semestre 2,37,60,ENS-GE-0011,NON,NON,BIEN_UTILISE
Salle,27BS2,Analyse Numérique,Tronc_commun,2,ING,2020/2021,2021-03-04,12:30,16:30,TD,Semestre 2,37,120,ENS-GE-0003,OUI,NON,BIEN_UTILISE
Labo,Labo-INFO,Analyse Numérique,Tronc_commun,2,ING,2020/2021,2021-04-14,07:30,11:30,TP,Semestre 2,25,50,ENS-GE-0008,NON,NON,BIEN_UTILISE
Salle,26BP2,Systèmes Électriques,GE,3,ING,2020/2021,2021-04-29,07:30,11:30,CM,Semestre 2,11,120,ENS-GE-0002,OUI,NON,BIEN_UTILISE
Salle,33BP1,Systèmes Électriques,GE,3,ING,2020/2021,2021-04-10,07:30,11:30,CM,Semestre 2,11,60,ENS-GE-0004,NON,NON,SOUS_UTILISE
Salle,20BS1,Systèmes Électriques,GE,3,ING,2020/2021,2021-02-06,12:30,16:30,CM,Semestre 2,11,60,ENS-GE-0005,NON,NON,SOUS_UTILISE
Salle,18BS2,Systèmes Électriques,GE,3,ING,2020/2021,2021-02-22,12:30,16:30,TD,Semestre 2,5,60,ENS-GE-0001,NON,NON,BIEN_UTILISE
Salle,29BS1,Systèmes Électriques,GE,3,ING,2020/2021,2021-02-11,12:30,16:30,TD,Semestre 2,5,60,ENS-GE-0003,OUI,NON,BIEN_UTILISE
Labo,Labo-Energie,Systèmes Électriques,GE,3,ING,2020/2021,2021-04-21,12:30,16:30,TP,Semestre 2,3,40,ENS-GE-0002,NON,NON,BIEN_UTILISE
Labo,Labo-Energie,Systèmes Électriques,GE,3,ING,2020/2021,2021-04-20,12:30,16:30,TP,Semestre 2,3,40,ENS-GE-0006,NON,NON,BIEN_UTILISE
Salle,19BS1,Sécurité des Procédés,GPR,3,ING,2020/2021,2021-04-30,07:30,11:30,CM,Semestre 2,9,60,ENS-GPR-0004,NON,NON,SOUS_UTILISE
Salle,28BS1,Sécurité des Procédés,GPR,3,ING,2020/2021,2021-06-02,12:30,16:30,CM,Semestre 2,9,60,ENS-GPR-0012,NON,NON,SOUS_UTILISE
Salle,02BS0,Sécurité des Procédés,GPR,3,ING,2020/2021,2021-02-24,07:30,11:30,CM,Semestre 2,9,60,ENS-GPR-0004,OUI,NON,BIEN_UTILISE
Salle,26BS2,Sécurité des Procédés,GPR,3,ING,2020/2021,2021-02-17,07:30,11:30,TD,Semestre 2,4,120,ENS-GPR-0004,NON,NON,BIEN_UTILISE
Salle,06BP0,Sécurité des Procédés,GPR,3,ING,2020/2021,2021-04-21,07:30,11:30,TD,Semestre 2,4,60,ENS-GPR-0006,OUI,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie2,Sécurité des Procédés,GPR,3,ING,2020/2021,2021-06-02,12:30,16:30,TP,Semestre 2,3,30,ENS-GPR-0006,NON,OUI,BIEN_UTILISE
Labo,Labo-GPR-Chimie1,Sécurité des Procédés,GPR,3,ING,2020/2021,2021-05-22,07:30,11:30,TP,Semestre 2,3,30,ENS-GPR-0008,NON,NON,BIEN_UTILISE
Salle,28BS1,Énergies Renouvelables,GE,4,ING,2020/2021,2021-03-17,12:30,16:30,CM,Semestre 2,42,60,ENS-GE-0005,NON,NON,BIEN_UTILISE
Salle,33BS2,Énergies Renouvelables,GE,4,ING,2020/2021,2021-06-11,07:30,11:30,CM,Semestre 2,42,120,ENS-GE-0006,OUI,NON,BIEN_UTILISE
Salle,32BP2,Énergies Renouvelables,GE,4,ING,2020/2021,2021-03-09,12:30,16:30,CM,Semestre 2,42,60,ENS-GE-0005,NON,OUI,SOUS_UTILISE
Salle,19BP2,Énergies Renouvelables,GE,4,ING,2020/2021,2021-04-20,07:30,11:30,TD,Semestre 2,21,60,ENS-GE-0004,OUI,NON,BIEN_UTILISE
Salle,20BS1,Énergies Renouvelables,GE,4,ING,2020/2021,2021-05-03,12:30,16:30,TD,Semestre 2,21,60,ENS-GE-0004,NON,NON,BIEN_UTILISE
Labo,Labo-Energie,Énergies Renouvelables,GE,4,ING,2020/2021,2021-06-05,07:30,11:30,TP,Semestre 2,14,40,ENS-GE-0004,NON,NON,BIEN_UTILISE
Labo,Labo-Energie,Énergies Renouvelables,GE,4,ING,2020/2021,2021-03-09,12:30,16:30,TP,Semestre 2,14,40,ENS-GE-0010,NON,NON,BIEN_UTILISE
Salle,26BS2,Hydraulique,GCI,4,ING,2020/2021,2021-03-04,07:30,11:30,CM,Semestre 2,76,120,ENS-GCI-0005,NON,NON,BIEN_UTILISE
Salle,20BS2,Hydraulique,GCI,4,ING,2020/2021,2021-04-16,07:30,11:30,CM,Semestre 2,76,120,ENS-GCI-0014,OUI,NON,BIEN_UTILISE
Salle,21BP2,Hydraulique,GCI,4,ING,2020/2021,2021-02-18,07:30,11:30,CM,Semestre 2,76,120,ENS-GCI-0007,OUI,NON,BIEN_UTILISE
Salle,01BS0,Hydraulique,GCI,4,ING,2020/2021,2021-02-05,07:30,11:30,TD,Semestre 2,38,60,ENS-GCI-0007,OUI,NON,BIEN_UTILISE
Salle,05BS0,Hydraulique,GCI,4,ING,2020/2021,2021-04-16,12:30,16:30,TD,Semestre 2,38,60,ENS-GCI-0002,OUI,NON,BIEN_UTILISE
Labo,Labo-GCI,Hydraulique,GCI,4,ING,2020/2021,2021-03-02,12:30,16:30,TP,Semestre 2,25,35,ENS-GCI-0011,NON,NON,BIEN_UTILISE
Labo,Labo-GCI,Hydraulique,GCI,4,ING,2020/2021,2021-03-06,07:30,11:30,TP,Semestre 2,25,35,ENS-GCI-0001,NON,NON,BIEN_UTILISE
Salle,28BP1,Thermique du Bâtiment,GE,5,ING,2020/2021,2021-05-14,07:30,11:30,CM,Semestre 2,33,60,ENS-GE-0005,OUI,NON,BIEN_UTILISE
Salle,32BP2,Thermique du Bâtiment,GE,5,ING,2020/2021,2021-02-24,12:30,16:30,CM,Semestre 2,33,60,ENS-GE-0010,NON,NON,BIEN_UTILISE
Salle,20BS1,Thermique du Bâtiment,GE,5,ING,2020/2021,2021-05-03,07:30,11:30,CM,Semestre 2,33,60,ENS-GE-0006,NON,OUI,SOUS_UTILISE
Salle,29BP1,Thermique du Bâtiment,GE,5,ING,2020/2021,2021-02-24,12:30,16:30,TD,Semestre 2,16,60,ENS-GE-0006,OUI,NON,BIEN_UTILISE
Salle,26BP1,Thermique du Bâtiment,GE,5,ING,2020/2021,2021-06-01,07:30,11:30,TD,Semestre 2,16,60,ENS-GE-0009,NON,NON,BIEN_UTILISE
Labo,Labo-Energie,Thermique du Bâtiment,GE,5,ING,2020/2021,2021-05-28,12:30,16:30,TP,Semestre 2,11,40,ENS-GE-0007,NON,NON,BIEN_UTILISE
Labo,Labo-Energie,Thermique du Bâtiment,GE,5,ING,2020/2021,2021-03-18,12:30,16:30,TP,Semestre 2,11,40,ENS-GE-0005,NON,NON,BIEN_UTILISE
Salle,02BS0,Cours EEAT N5S2-1,EEAT,5,SCI ING,2020/2021,2021-02-18,07:30,11:30,CM,Semestre 2,55,60,ENS-TELECOM-0001,OUI,NON,BIEN_UTILISE
Salle,31BP2,Cours EEAT N5S2-1,EEAT,5,SCI ING,2020/2021,2021-03-16,07:30,11:30,CM,Semestre 2,55,120,ENS-TELECOM-0006,OUI,NON,BIEN_UTILISE
Salle,28BS2,Cours EEAT N5S2-1,EEAT,5,SCI ING,2020/2021,2021-06-12,07:30,11:30,CM,Semestre 2,55,60,ENS-TELECOM-0006,OUI,NON,BIEN_UTILISE
Salle,34BS1,Cours EEAT N5S2-1,EEAT,5,SCI ING,2020/2021,2021-03-19,12:30,16:30,TD,Semestre 2,27,60,ENS-TELECOM-0002,OUI,NON,BIEN_UTILISE
Salle,25BP1,Cours EEAT N5S2-1,EEAT,5,SCI ING,2020/2021,2021-05-26,07:30,11:30,TD,Semestre 2,27,60,ENS-TELECOM-0001,NON,NON,BIEN_UTILISE
Labo,Labo-GMP,Cours EEAT N5S2-1,EEAT,5,SCI ING,2020/2021,2021-05-11,07:30,11:30,TP,Semestre 2,18,35,ENS-TELECOM-0005,NON,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie1,Cours EEAT N5S2-1,EEAT,5,SCI ING,2020/2021,2021-02-19,07:30,11:30,TP,Semestre 2,18,30,ENS-TELECOM-0004,NON,NON,BIEN_UTILISE
Salle,03BS0,Bases de données,GIT,5,ING,2020/2021,2021-02-13,07:30,11:30,CM,Semestre 2,37,60,ENS-GIT-0023,NON,NON,BIEN_UTILISE
Salle,31BS1,Bases de données,GIT,5,ING,2020/2021,2021-03-02,07:30,11:30,CM,Semestre 2,37,60,ENS-GIT-0013,OUI,NON,BIEN_UTILISE
Salle,25BS1,Bases de données,GIT,5,ING,2020/2021,2021-02-25,07:30,11:30,CM,Semestre 2,37,60,ENS-GIT-0017,OUI,NON,BIEN_UTILISE
Salle,24BP1,Bases de données,GIT,5,ING,2020/2021,2021-02-05,12:30,16:30,TD,Semestre 2,18,60,ENS-GIT-0017,NON,OUI,SOUS_UTILISE
Salle,28BP1,Bases de données,GIT,5,ING,2020/2021,2021-03-12,07:30,11:30,TD,Semestre 2,18,60,ENS-GIT-0001,OUI,NON,BIEN_UTILISE
Labo,Labo-INFO,Bases de données,GIT,5,ING,2020/2021,2021-06-07,07:30,11:30,TP,Semestre 2,12,50,ENS-GIT-0008,NON,NON,BIEN_UTILISE
Labo,Labo-INFO,Bases de données,GIT,5,ING,2020/2021,2021-03-17,12:30,16:30,TP,Semestre 2,12,50,ENS-GIT-0016,NON,NON,BIEN_UTILISE
Salle,27BP1,Catalyse,GPR,3,ING,2020/2021,2021-03-15,12:30,16:30,CM,Semestre 2,9,60,ENS-GPR-0002,OUI,NON,BIEN_UTILISE
Salle,18BS2,Catalyse,GPR,3,ING,2020/2021,2021-05-03,12:30,16:30,CM,Semestre 2,9,60,ENS-GPR-0001,NON,NON,SOUS_UTILISE
Salle,24BS1,Catalyse,GPR,3,ING,2020/2021,2021-02-18,12:30,16:30,CM,Semestre 2,9,60,ENS-GPR-0002,OUI,NON,BIEN_UTILISE
Salle,31BS1,Catalyse,GPR,3,ING,2020/2021,2021-02-18,12:30,16:30,TD,Semestre 2,4,60,ENS-GPR-0009,OUI,NON,BIEN_UTILISE
Salle,23BP2,Catalyse,GPR,3,ING,2020/2021,2021-02-23,07:30,11:30,TD,Semestre 2,4,60,ENS-GPR-0011,NON,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie1,Catalyse,GPR,3,ING,2020/2021,2021-03-26,12:30,16:30,TP,Semestre 2,3,30,ENS-GPR-0009,NON,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie1,Catalyse,GPR,3,ING,2020/2021,2021-03-23,12:30,16:30,TP,Semestre 2,3,30,ENS-GPR-0006,NON,OUI,BIEN_UTILISE
Salle,24BS1,Résistance des Matériaux,GCI,4,ING,2020/2021,2021-03-15,12:30,16:30,CM,Semestre 2,37,60,ENS-GCI-0014,OUI,NON,BIEN_UTILISE
Salle,27BS2,Résistance des Matériaux,GCI,4,ING,2020/2021,2021-05-03,12:30,16:30,CM,Semestre 2,37,120,ENS-GCI-0012,OUI,NON,BIEN_UTILISE
Salle,30BP2,Résistance des Matériaux,GCI,4,ING,2020/2021,2021-04-06,12:30,16:30,CM,Semestre 2,37,60,ENS-GCI-0008,OUI,NON,BIEN_UTILISE
Salle,26BS2,Résistance des Matériaux,GCI,4,ING,2020/2021,2021-04-30,07:30,11:30,TD,Semestre 2,18,120,ENS-GCI-0004,NON,NON,BIEN_UTILISE
Salle,24BS2,Résistance des Matériaux,GCI,4,ING,2020/2021,2021-06-04,07:30,11:30,TD,Semestre 2,18,60,ENS-GCI-0005,OUI,NON,BIEN_UTILISE
Labo,Labo-GCI,Résistance des Matériaux,GCI,4,ING,2020/2021,2021-02-11,12:30,16:30,TP,Semestre 2,12,35,ENS-GCI-0010,NON,NON,BIEN_UTILISE
Labo,Labo-GCI,Résistance des Matériaux,GCI,4,ING,2020/2021,2021-05-21,07:30,11:30,TP,Semestre 2,12,35,ENS-GCI-0006,NON,NON,BIEN_UTILISE
Salle,34BP1,Procédés Industriels,GPR,4,ING,2020/2021,2021-06-08,07:30,11:30,CM,Semestre 2,48,60,ENS-GPR-0008,OUI,NON,BIEN_UTILISE
Salle,32BS2,Procédés Industriels,GPR,4,ING,2020/2021,2021-02-11,07:30,11:30,CM,Semestre 2,48,60,ENS-GPR-0009,OUI,NON,BIEN_UTILISE
Salle,27BS2,Procédés Industriels,GPR,4,ING,2020/2021,2021-02-20,07:30,11:30,CM,Semestre 2,48,120,ENS-GPR-0010,OUI,NON,BIEN_UTILISE
Salle,25BS2,Procédés Industriels,GPR,4,ING,2020/2021,2021-04-28,12:30,16:30,TD,Semestre 2,24,60,ENS-GPR-0003,NON,NON,BIEN_UTILISE
Salle,18BP2,Procédés Industriels,GPR,4,ING,2020/2021,2021-03-05,12:30,16:30,TD,Semestre 2,24,60,ENS-GPR-0011,OUI,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie2,Procédés Industriels,GPR,4,ING,2020/2021,2021-05-05,12:30,16:30,TP,Semestre 2,16,30,ENS-GPR-0004,NON,NON,BIEN_UTILISE
